,0
382,4.8287301984202145e-08
383,5.142101671312961e-07
384,3.611232690737385e-07
385,4.1724363426198885e-08
386,1.4744680642637561e-06
387,2.1619542732092564e-06
388,7.500911021517834e-07
389,5.235391971188515e-07
390,1.428929600305804e-06
391,9.486924209926955e-07
392,1.8461948625068033e-08
393,1.153425555807677e-07
394,0.000261438273369948
395,0.00019950016346041748
396,8.182150658933731e-07
397,1.8053399547396208e-07
398,2.5881032410096728e-08
399,3.530777311913858e-07
400,9.292481992916528e-08
401,4.847856084601536e-07
402,8.068003278095705e-05
403,1.5860484207085258e-07
404,2.420596543880095e-06
405,8.488930986189036e-08
406,0.0007448516492358408
407,6.778925849684943e-06
408,1.27516501961886e-06
409,1.458864224701407e-05
410,1.748359173675682e-05
411,1.7669132763582744e-05
412,2.18342159646516e-08
413,6.448949870333094e-09
414,1.9813652726648507e-05
415,2.7643247340173837e-05
416,4.394841289977156e-06
417,9.898726358512994e-06
418,3.416044980660794e-09
419,2.278308571191705e-08
420,3.288556915130938e-07
421,0.0006134801390295921
422,2.0956102153495395e-08
423,3.5803747603656625e-07
424,0.0007448516492358408
425,3.3314620773071497e-05
426,9.929640397077663e-09
427,8.707731893872193e-07
428,0.0004234338815192881
429,4.620993411133124e-07
430,1.960189177484972e-07
431,3.68219462624158e-06
432,0.000410604724355377
433,1.9718980884969104e-08
434,8.394350914112136e-07
435,2.2971523510727293e-07
436,6.247965508006283e-07
437,3.811544721801859e-10
438,7.267667611966208e-07
439,7.840447817833747e-06
440,3.838330943237342e-07
441,2.7430462340824987e-07
442,5.415703067743513e-05
443,8.965276553765248e-09
444,1.8346481307341917e-07
445,5.385856888402536e-07
446,4.522677768841292e-06
447,7.38013566312936e-07
448,1.0032244751199338e-07
449,1.2212835430836023e-05
450,1.6583949422835398e-05
451,4.339188267645078e-06
452,1.2372101469858495e-06
453,3.3442841450920016e-06
454,2.587474615715439e-06
455,9.193802856138668e-08
456,0.0011269771167115366
457,2.0134951272824956e-07
458,1.4136833104509798e-05
459,5.507599091823269e-07
460,2.342403700552355e-06
461,4.5899142695337634e-07
462,6.211459093086651e-06
463,5.341966640492064e-07
464,7.340692484325954e-08
465,0.00020085558658574095
466,2.845483551342317e-06
467,6.280948503025486e-06
468,2.2939594044686202e-05
469,4.766996922451609e-07
470,4.653221253450386e-06
471,8.251739882797578e-06
472,0.0006302533575794753
473,9.667653157990698e-08
474,5.723700271621408e-05
475,0.001755373833409364
476,0.00028023671931117833
477,6.772172259203512e-07
478,0.00013597692271717407
479,7.287996814317588e-07
480,0.000392642200543225
481,4.2354179104423993e-07
482,1.8414912624567077e-05
483,5.6166731927038735e-06
484,1.7307647007416678e-06
485,8.55524904592581e-06
486,8.247085378685424e-07
487,0.00675177442037857
488,2.9082418883075817e-06
489,1.619080893005816e-08
490,1.8607809704598755e-07
491,2.9209309854462194e-06
492,3.918263231347835e-06
493,9.252605424243286e-06
494,2.21478406315378e-06
495,1.8074512284238355e-05
496,5.3040315887603246e-08
497,3.836293595644955e-05
498,1.5244768787455199e-05
499,5.426779673548288e-07
500,7.304170598711044e-07
501,0.00012424625109179504
502,0.002223954464275702
503,0.0033267294451937283
504,0.0007448516492358408
505,1.2705313668020002e-08
506,1.5429185389467564e-08
507,9.559328148539492e-06
508,1.829885089165087e-05
509,5.296330403041383e-05
510,3.131846574045953e-05
511,1.8124897459039641e-06
512,5.408694829589227e-07
513,0.0001686498857788368
514,3.1032753116715895e-06
515,2.5521147434203724e-08
516,1.0593692650108907e-05
517,1.2477333393149947e-06
518,4.132223537286934e-08
519,0.00010717175572361575
520,6.37680934455939e-09
521,1.3573515050077454e-05
522,1.4799178811060513e-08
523,7.220545693458628e-06
524,4.3900168252281935e-07
525,0.001273286203234411
526,2.36546503855457e-07
527,4.388805504709421e-05
528,4.065965350127728e-10
529,1.921475800628566e-06
530,3.4865182611192195e-07
531,4.654369779169425e-06
532,4.068681876195845e-07
533,9.778718076668447e-08
534,3.298017661323482e-07
535,1.2537816563735869e-05
536,7.666847260044899e-08
537,1.9174346346021724e-06
538,7.837002086592812e-06
539,6.384059938253174e-07
540,1.0615206308138891e-05
541,8.827576927096854e-06
542,4.9987219185625746e-05
543,3.1737204537017616e-07
544,2.4021498104235e-08
545,0.0007448516492358408
546,4.909791605270738e-07
547,2.2394390373644653e-08
548,2.7779882056798007e-05
549,1.2758683871577325e-06
550,3.597796245728974e-08
551,1.4052208266207774e-05
552,6.464330127627011e-07
553,0.0003400313643877606
554,3.4857191467998607e-10
555,1.136732147476648e-06
556,6.808258887291036e-05
557,2.7953842377274536e-08
558,2.7236514370340485e-08
559,1.2928670695886828e-08
560,1.9807455950925052e-07
561,4.155223762916467e-06
562,0.00017327079059041177
563,0.0007448516492358408
564,7.106918999733874e-06
565,1.6027412462048085e-05
566,8.203214787544293e-07
567,1.7663658571656745e-08
568,1.5371950127581773e-06
569,1.2068484393900327e-05
570,2.8573295133972783e-06
571,0.0006190029851496499
572,8.167567566810778e-06
573,1.0629318492553901e-07
574,1.0948680591153537e-09
575,1.5060214107656875e-05
576,4.2188509610690824e-07
577,4.80275711882357e-06
578,1.040567079161565e-07
579,0.00013663080386372507
580,6.653450392758399e-06
581,5.390398069467385e-06
582,1.1866299407305103e-09
583,8.6335934050369e-06
584,1.6278076619084475e-05
585,0.00012748568243785125
586,1.2773075254588707e-06
587,1.908244264219653e-07
588,5.111443256420967e-07
589,4.176619491107858e-08
590,2.102800553708387e-06
591,3.120803461028735e-07
592,3.7755795946226427e-07
593,1.5875260041873238e-07
594,0.009306645675201062
595,1.1503785461768092e-08
596,1.367256831439163e-05
597,1.3588536554402213e-07
598,2.7685998407636304e-07
599,5.213123418740656e-05
600,1.4469607261937354e-06
601,4.251500308773191e-06
602,0.0007448516492358408
603,3.0025912243104404e-08
604,1.0779328934388585e-09
605,6.47515263159835e-09
606,2.853613537457644e-05
607,6.501624185638039e-06
608,1.4096775378592057e-05
609,1.4834245556244372e-06
610,3.0021946413640788e-05
611,4.8915713079678886e-06
612,3.4183174335926715e-06
613,7.251012656953707e-07
614,1.3867583465882445e-05
615,1.8392907450685587e-06
616,1.1221658832462111e-06
617,5.017456938067869e-06
618,0.00011887185826795586
619,1.1461043860707139e-07
620,8.784913059604603e-09
621,0.0007448516492358408
622,1.666734005453438e-08
623,3.750567157094397e-10
624,4.807815086735223e-07
625,1.5347000232186428e-06
626,5.243294289006923e-06
627,4.888632608042203e-07
628,1.507639633848168e-05
629,8.029492792614671e-10
630,8.212766561629582e-09
631,2.8783680629779125e-06
632,6.337558170346287e-07
633,9.992606827880302e-08
634,4.193149541236237e-06
635,7.565904038060097e-07
636,3.7651786043644266e-09
637,1.624758596169951e-09
638,5.517404401278781e-05
639,6.520387713823358e-07
640,7.216684966414135e-06
641,0.0007448516492358408
642,1.4986437435447284e-05
643,2.0106912568140328e-05
644,2.659474486762277e-05
645,1.2068113566959457e-06
646,1.8329861505574802e-05
647,1.4317034167472672e-07
648,6.425107382132091e-06
649,3.5067869989394465e-06
650,0.0002694330410908638
651,6.26286028790981e-06
652,4.017597254020594e-08
653,7.013457965903325e-06
654,3.119176415601409e-05
655,4.504541284410822e-06
656,9.454121835894575e-07
657,4.3575673229303294e-09
658,1.965401356882271e-06
659,3.704721737095837e-07
660,2.178837152724673e-07
661,8.080053241052981e-08
662,5.882400357908661e-05
663,3.961706621470216e-06
664,3.3653201217075586e-06
665,2.833321579226968e-10
666,5.822972917590393e-06
667,1.0174034249546776e-06
668,4.232648877804655e-06
669,3.3601117735285116e-05
670,1.1031987906613384e-07
671,0.0002607869877383377
672,0.00028049146503965957
673,3.6532972218269766e-05
674,6.124563186380249e-06
675,2.4852577597332205e-07
676,2.3499454716046833e-06
677,2.9686776916724697e-06
678,2.682016362871906e-06
679,5.411856341913439e-05
680,1.4318950014008147e-07
681,2.9425100503239804e-06
682,8.1835221152483e-06
683,3.151214524365286e-06
684,0.0007448516492358408
685,2.6036438624248574e-09
686,9.827799623304175e-06
687,1.4547172650364447e-05
688,1.6522724840081668e-06
689,6.838418470190093e-07
690,8.588756274939384e-06
691,8.030037606589282e-07
692,3.4957596614125273e-10
693,3.4840900497303203e-07
694,1.4425654167762578e-08
695,2.4778737697191614e-05
696,5.887874213441163e-06
697,7.90590679681677e-06
698,1.1741940557091856e-06
699,7.45491104058672e-05
700,3.3224247003239914e-07
701,4.9382337284312905e-06
702,4.726093668259318e-07
703,4.288409103306291e-05
704,0.0016321868971124062
705,8.826020125082532e-06
706,2.3036006581807033e-08
707,2.6515255956908476e-11
708,2.1074542281345124e-07
709,0.0004707891008697794
710,6.11438797175232e-10
711,4.799704220447827e-08
712,0.0004499756339201108
713,4.358991338228963e-07
714,1.2767512439945391e-05
715,1.7864640061538272e-06
716,1.4369581322818973e-08
717,3.6329175963287604e-08
718,0.0007448516492358408
719,6.535665791623091e-05
720,6.849445483575218e-07
721,4.196442328884674e-09
722,1.7554241445728958e-05
723,5.321653186614129e-05
724,6.531298116549501e-10
725,6.496492677843021e-08
726,1.073977227358068e-06
727,3.4129080493629835e-06
728,4.818151097466091e-07
729,8.905021363052099e-08
730,1.178826169773877e-10
731,0.0008195437694434931
732,1.3223129900416368e-07
733,4.8556643409230565e-06
734,8.047040111159146e-06
735,0.0007448516492358408
736,5.457163385512782e-07
737,1.672533577660399e-07
738,1.3448673375707969e-08
739,1.4355374262507113e-05
740,4.190785966061561e-11
741,5.840452308024844e-07
742,1.5936974914255748e-06
743,3.1866407883871163e-07
744,7.993290020259326e-09
745,5.051689307852291e-07
746,6.192464704878126e-06
747,5.565437621143121e-07
748,6.596411036171165e-05
749,4.653011019001218e-09
750,4.09029488964097e-08
751,7.666831121163286e-07
752,1.683867420016662e-05
753,5.581573279323058e-07
754,2.5650393242582218e-05
755,4.292415837846377e-06
756,1.426558608108314e-05
757,2.8900399952365033e-08
758,0.0007448516492358408
759,0.0004499756339201108
760,1.589841276695552e-05
761,1.3322786508359228e-06
762,2.712013128939823e-07
763,6.352868620127308e-06
764,1.3762573092904883e-10
765,9.94528463940864e-06
766,1.4021067158793822e-06
767,1.446224216897007e-07
768,1.722424059825246e-05
769,1.0379150392614759e-09
770,1.7684100009188745e-07
771,2.1512339568698392e-05
772,1.0390840805866846e-05
773,3.4847510169292466e-05
774,0.0007151278872390355
775,4.174815362065882e-08
776,1.2813878758456352e-06
777,1.5883394640322523e-05
778,2.4785439632140134e-09
779,8.337218219565119e-05
780,2.038950370802902e-05
781,0.0005266048677770381
782,3.8787258343680514e-07
783,1.135799794385465e-07
784,3.1931400647498904e-05
785,2.0571906717266176e-06
786,1.4922553331634357e-08
787,7.303559361747536e-06
788,2.0868280628911834e-08
789,1.2238866689483163e-08
790,9.83829330587362e-06
791,5.141453663491918e-09
792,3.6671267330068524e-06
793,2.980375727559678e-06
794,9.019616949284303e-07
795,7.453087341178726e-07
796,6.785307980824166e-05
797,8.974399529643449e-05
798,3.949136613174045e-09
799,1.633524953806083e-08
800,2.6000601943700527e-05
801,8.931409850323607e-07
802,8.936860555613502e-07
803,9.68138964309773e-07
804,3.98616127582875e-08
805,3.591129165324651e-07
806,4.343717170465938e-07
807,3.001873785122334e-07
808,2.4587217383193743e-06
809,0.0007448516492358408
810,0.0007448516492358408
811,2.3272129302037933e-08
812,1.5592304614611912e-09
813,8.457057051867883e-05
814,0.0007448516492358408
815,4.496374733595447e-08
816,2.0033812323085867e-06
817,0.00015693469376869105
818,3.023785966730694e-07
819,2.7523688380361027e-08
820,1.8560004189657438e-07
821,8.477514317799311e-06
822,3.804314004287518e-08
823,9.032733749612799e-08
824,3.6723878423034537e-06
825,6.913558655285207e-10
826,2.0848980084434096e-09
827,0.00015617427387328543
828,1.28193583490758e-08
829,5.780237981313418e-09
830,0.000800830725592522
831,4.4802324402224036e-07
832,1.0483818253289717e-06
833,7.33199177233097e-06
834,4.841614245251152e-07
835,0.0007448516492358408
836,2.2502333093996303e-09
837,5.7039034258535936e-05
838,4.461831831377839e-06
839,2.459952859368997e-08
840,6.503007126863804e-07
841,3.020974545017888e-08
842,8.278897743473808e-06
843,0.00031127430110912955
844,8.264244115346271e-11
845,0.0007448516492358408
846,6.075888094898926e-06
847,2.1329121650472599e-07
848,3.451097332822461e-05
849,5.2956013607901446e-05
850,1.541986433716094e-07
851,4.71917779039101e-07
852,4.350784061311534e-06
853,8.656078201047622e-06
854,0.00014240854236430593
855,3.9010226981484217e-08
856,2.444471821318088e-08
857,2.9845440918525424e-07
858,7.446933780053664e-09
859,1.2879999080474197e-07
860,1.2793574668737914e-06
861,0.00043378442863636316
862,3.3640862082573875e-06
863,1.0164713803369049e-07
864,0.00014274932255075237
865,2.0879079463456104e-06
866,2.5029212294439962e-05
867,2.0605478713186927e-09
868,7.099314707246654e-05
869,0.0007448516492358408
870,6.290994732642653e-07
871,0.0067647500516592575
872,7.375098140056487e-07
873,2.3913200332117763e-05
874,0.00034818390272715557
875,9.268819283915846e-06
876,0.0002976727725741105
877,1.7645338814483114e-05
878,2.54037352401589e-06
879,1.3402868149328282e-05
880,3.327815283334703e-05
881,5.560888537730159e-05
882,4.220867860512539e-06
883,1.3414845631302766e-06
884,0.00017065010517108235
885,2.101106051098477e-05
886,5.733966264090053e-05
887,3.890267995357904e-09
888,1.1686872855410845e-06
889,2.904777172738257e-09
890,4.281353843208877e-07
891,1.530179227926815e-06
892,1.0029277935001517e-06
893,0.0005881323034493224
894,5.488903578124325e-07
895,2.714814809128017e-07
896,2.1873104027753223e-06
897,0.0007216095615078413
898,8.872351144385595e-07
899,3.333662343073184e-06
900,1.838035805427363e-08
901,7.5690266110539034e-06
902,1.515728678799389e-09
903,1.379433439656474e-05
904,3.4617493911921576e-07
905,5.889759647450715e-07
906,1.5624185367910387e-06
907,3.412304222551668e-07
908,6.04173312861172e-08
909,6.850172949121742e-05
910,6.114931496720382e-06
911,4.605090176085129e-06
912,2.6547041475352993e-05
913,0.0002300913220483995
914,0.00016168580535608803
915,1.336300618476141e-08
916,2.1118386378779347e-05
917,6.358948512645944e-07
918,5.021719668594358e-07
919,1.1177244988926092e-07
920,1.6603383028135328e-07
921,8.459239050262406e-05
922,3.7092883362535634e-06
923,2.6325065630038594e-08
924,1.8797383688282138e-06
925,2.857171039533853e-08
926,0.0007448516492358408
927,1.1549067212280501e-07
928,2.0304534055917213e-06
929,8.223973420547343e-05
930,9.04736972296439e-05
931,7.056925943348033e-09
932,2.761632390170764e-07
933,2.9580365106047794e-06
934,6.635873797835797e-05
935,4.475623564762597e-10
936,1.1249531489479345e-07
937,1.984070099485014e-05
938,0.0007448516492358408
939,2.2015742219367122e-05
940,2.8499243114554174e-07
941,6.442046098126077e-07
942,2.453102987568923e-06
943,5.076795831602211e-08
944,2.04977678587028e-05
945,1.5486031488469166e-07
946,1.8673808161099665e-07
947,3.03105551074031e-07
948,4.433955162556963e-09
949,0.0003651482022442553
950,2.5913187869705508e-05
951,1.1238696080613896e-09
952,2.985590306515734e-07
953,8.102537082786456e-06
954,0.00023602822571243808
955,1.5009828431408535e-07
956,2.185105076574487e-06
957,2.636835600932946e-07
958,6.151300384591209e-08
959,1.5437816126825317e-06
960,1.0724419688169997e-07
961,1.227996440895586e-06
962,1.334766497170033e-07
963,3.6499688241860275e-08
964,5.533422512223175e-10
965,8.605560009989226e-06
966,3.4328588258964033e-06
967,1.038638657240501e-06
968,1.7866268080819168e-06
969,6.351553740653834e-05
970,8.60874445497368e-06
971,2.83614576808812e-06
972,1.510143849623907e-06
973,8.758975263823186e-06
974,2.621019707878235e-07
975,5.4577606520219264e-05
976,9.617031459612369e-08
977,6.193098355228552e-06
978,2.17733479503943e-06
979,1.314372805164127e-06
980,1.687690501630625e-05
981,4.360696252424433e-06
982,2.6956163438007193e-07
983,9.035670348890555e-06
984,2.539868385798918e-07
985,0.0007448516492358408
986,1.356275042910809e-06
987,1.340999369567293e-06
988,0.00024020837458811622
989,7.711973290049336e-09
990,2.7799802451330908e-05
991,8.836314689049981e-08
992,3.3029451881585288e-06
993,1.0688604281236388e-05
994,2.1594557377566026e-07
995,3.429307259475593e-06
996,1.501978890013411e-06
997,1.458671398242649e-07
998,9.962396584450501e-07
999,0.0004499756339201108
1000,1.9643828265681223e-08
1001,3.0314855971234418e-06
1002,1.996721920128085e-05
1003,3.868838868950349e-05
1004,4.217016016015461e-06
1005,0.0007448516492358408
1006,7.77156364937842e-07
1007,1.014532288494037e-06
1008,0.0007448516492358408
1009,0.0004499756339201108
1010,1.6354023252382152e-06
1011,1.1418453173405091e-07
1012,1.4715640634811383e-07
1013,6.8360894360141335e-06
1014,1.0221661507699635e-06
1015,7.194663220641762e-06
1016,7.075383598112683e-06
1017,2.1464630955396316e-08
1018,9.264389931403595e-05
1019,0.0014905048234246038
1020,3.1894096201467243e-07
1021,4.98048962900903e-08
1022,0.0003750322694985375
1023,3.12400700186063e-06
1024,9.787608059097863e-06
1025,3.0688300089174556e-08
1026,2.4927083345350724e-08
1027,2.46210211101027e-07
1028,2.7820068895997775e-07
1029,4.6086807738840863e-07
1030,2.8570521622940854e-07
1031,2.7559383552654656e-11
1032,5.482927300563804e-07
1033,0.00013411878116029811
1034,2.5855042313689296e-07
1035,4.476250593961711e-06
1036,1.3338347480521312e-06
1037,0.002069662765568529
1038,1.624855382731757e-07
1039,5.074652950097321e-09
1040,9.396999657170857e-06
1041,3.1012313244730774e-06
1042,0.0005234655081045949
1043,2.3902577038642207e-06
1044,1.8698766354003126e-08
1045,0.0007448516492358408
1046,0.0013650729668563265
1047,1.8652284462603096e-07
1048,0.0007448516492358408
1049,3.8274755482140144e-05
1050,2.4322393419408124e-05
1051,2.6138786597347574e-08
1052,1.2065887746707246e-05
